1,2,2-1,3-1,3-2,3-3,3-4,3-5,4,4-1,5-1,5-2,6,7,8,9,10,11,12,13,14-1,14-2,14-3,15,16,17,18,19,20-1,20-2,20-3,21,22,23,24-1,24-2,24-3,25,26-1,26-2,27,학과/전공,성별,연령,학년
1,1,,4,4,2,5,4,1,1,1,,4,3,3,1,2,8,2,1,3,7,2,3,2,1,1,1,15,4,17,1,1,3,1,2,3,3,2,2,,영어교육,2,21,3
1,1,,5,5,5,5,5,1,1,1,,1,5,2,2,1,8,8,1,1,6,3,1,2,4,4,1,17,4,15,1,1,1,3,2,6,3,2,2,원어민 프로그램 운영해주세요.,영어교육,2,22,3
1,1,,5,5,3,5,4,1,3,1,,6,5,4,3,2,1,1,1,1,3,7,2,4,1,1,1,19,17,15,2,2,1,5,4,7,2,1,2,,영어교육,2,21,3
1,2,,4,4,3,4,4,1,1,1,,1,4,4,3,1,5,1,1,1,3,6,1,2,2,1,1,19,17,15,2,2,1,5,4,7,2,2,2,,영어교육,2,22,3
1,1,,5,5,5,5,5,3,2,,6,5,5,5,3,1,3,1,3,1,2,11,1,2,3,1,1,19,1,4,1,1,1,7,4,1,4,1,1,,영어교육,2,22,3
1,1,,5,2,2,5,5,1,1,3,,5,5,3,1,5,3,2,1,2,3,1,2,2,1,1,1,17,7,4,1,1,1,4,2,3,1,2,2,,영어교육,2,21,3
6,1,,4,5,5,5,3,1,3,1,,5,3,4,2,2,1,1,2,1,7,10,1,3,1,1,1,5,18,12,1,3,1,1,2,4,3,2,2,,영어교육,1,24,3
2,4,6,4,4,4,4,4,1,1,1,,1,3,4,3,1,2,4,2,1,4,8,1,1,4,2,1,1,4,19,2,2,1,3,4,5,4,1,1,,영어교육,1,22,3
1,2,6,5,4,4,4,4,1,1,3,,5,5,4,3,9,5,2,3,1,2,3,1,2,2,1,1,1,10,13,2,3,1,5,6,7,2,1,1,,영어교육,2,22,3
2,4,4,2,5,5,2,3,2,4,,2,1,2,3,3,3,2,2,4,1,2,7,2,3,3,2,3,1,2,3,3,3,3,1,2,3,3,2,3,,영어교육,1,19,2
4,1,,4,5,4,4,3,1,1,3,,4,3,4,3,1,8,2,2,1,3,7,1,1,1,1,1,19,1,4,2,2,3,7,1,2,2,1,1,,영어교육,1,19,2
1,1,,5,5,5,5,5,1,1,6,,6,1,4,1,1,8,1,1,1,3,2,1,1,2,1,1,17,19,1,3,3,1,2,4,5,3,2,2,,영어교육,2,19,2
1,2,,4,3,3,4,4,3,1,1,,5,4,4,4,10,5,1,1,1,10,7,1,1,3,1,1,10,17,19,1,2,6,1,7,2,2,1,1,,영어교육,1,20,2
1,3,,4,4,4,4,4,1,1,1,,5,5,4,3,1,1,1,2,1,2,3,1,2,3,1,1,13,17,19,2,2,1,6,4,2,4,1,1,,영어교육,2,19,2
1,3,5,4,5,3,3,4,2,2,,6,5,5,4,3,2,4,2,2,8,3,1,3,1,4,1,2,15,1,10,2,3,4,4,2,3,3,2,1,,영어교육,2,19,2
1,1,,4,4,4,4,4,1,1,4,,5,3,3,3,1,4,3,3,1,2,7,1,1,3,4,1,15,7,4,2,2,1,2,7,1,3,1,2,,영어교육,2,19,2
4,2,,4,4,4,4,4,1,1,1,,1,3,3,3,4,5,3,2,1,2,3,9,1,1,1,1,1,17,15,1,1,2,1,3,7,4,3,3,,영어교육,2,20,2
1,1,,5,4,4,5,5,1,1,3,,5,3,4,3,1,1,2,2,1,3,4,1,1,1,1,1,1,4,17,2,2,1,2,7,3,2,2,2,,영어교육,2,19,2
1,2,,5,2,2,5,2,1,1,3,,5,5,3,3,1,5,3,2,1,11,2,1,2,3,1,1,1,17,15,2,2,1,6,4,7,2,2,2,,영어교육,1,22,2
3,2,,3,4,1,5,2,1,3,1,,5,5,4,4,2,3,1,2,1,9,10,1,2,5,1,1,1,10,4,3,4,5,1,4,7,3,2,2,,영어교육,1,21,2
2,3,,5,5,5,5,5,2,2,,3,5,1,2,2,2,5,3,3,3,5,7,3,2,3,4,2,5,2,1,2,3,2,1,3,4,1,2,2,,영어교육,1,23,3
1,1,,4,4,4,3,3,3,2,,7,5,3,4,3,4,7,2,3,6,1,7,4,2,3,1,4,4,19,15,2,2,3,6,4,2,3,1,1,다른과와 (특히 공무원 시험을 원하는 학생의 경우)모아서 하는 스터디 지원,영어교육,1,21,3
3,2,,1,1,1,1,1,1,1,3,,2,5,1,1,4,1,2,1,1,3,2,3,1,1,3,1,1,10,9,1,1,1,1,4,2,1,1,1,,영어교육,1,22,3
2,3,,3,4,4,4,3,1,3,3,,5,5,4,3,4,1,1,2,1,3,10,3,2,3,1,1,1,9,10,2,3,3,2,3,4,2,1,1,현재 직업의 트렌드와 직업을 가질수 있는 방법을 알려줬으면 좋겠다.,영어교육,1,22,3
1,3,,3,3,3,3,3,3,2,4,1,5,5,3,3,2,2,1,2,1,10,2,1,1,1,1,1,18,15,3,1,1,4,2,4,5,2,2,2,,영어교육,2,21,3
1,4,1,3,4,3,3,3,3,2,,2,5,1,4,3,1,2,1,3,1,2,8,1,2,3,1,1,9,13,8,1,3,1,1,2,4,2,2,2,,영어교육,1,24,4
3,3,,3,3,3,3,3,2,2,,3,5,4,4,3,5,5,1,3,3,4,8,9,2,3,1,2,7,4,10,2,2,2,5,1,2,5,2,2,,영어교육,1,25,4
3,2,,4,4,3,4,2,3,1,5,4,5,5,5,3,8,2,5,1,10,1,11,1,2,4,1,3,13,15,12,1,2,2,2,7,3,1,3,1,,영어교육,2,23,4
1,2,,4,4,2,4,3,2,2,,2,5,6,4,4,4,5,1,4,4,3,1,1,2,4,1,2,19,1,12,2,3,2,4,5,1,3,2,2,,영어교육,1,23,4
1,3,,4,4,4,4,4,3,2,4,2,6,3,3,4,9,2,1,2,1,2,3,3,1,2,1,2,8,4,15,2,2,7,2,6,1,2,1,1,,영어교육,2,21,4
1,2,,4,4,3,4,2,1,1,4,,5,5,4,3,1,1,1,2,2,1,6,1,3,4,1,1,19,7,9,3,3,4,2,6,4,1,2,2,,영어교육,2,23,4
3,4,3,4,3,5,3,1,1,7,1,,1,6,2,2,2,2,2,3,1,2,8,1,1,3,1,1,19,13,15,1,1,1,2,3,6,2,2,2,인강비지원좀 제발 해주세요,영어교육,2,23,4
5,1,,5,5,4,4,4,1,1,3,,5,5,3,2,2,3,1,1,1,2,3,1,1,3,1,1,1,2,5,2,2,3,1,2,4,3,2,2,,영어교육,2,23,4
1,2,,3,3,3,3,3,2,4,,3,5,4,5,3,3,3,5,2,1,2,3,1,3,2,4,3,1,5,13,2,3,3,4,2,3,4,1,1,,영어교육,1,25,4
1,2,,4,5,2,5,4,1,1,4,,1,3,4,3,2,2,4,3,1,2,4,1,1,4,1,1,17,6,7,2,1,1,2,1,4,2,2,2,,영어교육,2,22,4
1,2,4,4,3,4,4,4,2,2,1,,2,2,2,2,2,2,2,2,2,1,4,2,1,4,3,3,2,4,10,2,2,3,2,1,4,3,2,2,,영어교육,1,24,4
1,1,3,4,4,3,5,4,1,1,5,,5,5,2,2,4,2,4,1,1,3,4,1,2,3,1,1,4,10,19,2,2,1,2,4,7,3,2,2,,영어교육,2,22,4
3,2,,5,5,5,5,4,1,3,2,,5,6,5,3,1,2,2,2,1,3,7,3,1,5,1,1,1,10,15,2,2,1,2,4,1,3,1,1,,영어교육,2,24,4
3,2,4,4,5,4,4,4,1,1,2,,1,1,4,2,2,2,1,2,1,2,4,3,2,3,2,1,1,10,16,2,2,1,2,4,1,4,1,1,,영어교육,1,23,4
1,3,,5,4,3,4,4,3,2,,6,5,3,5,3,8,5,1,3,1,4,10,1,1,3,1,1,15,10,19,3,2,1,2,5,4,3,2,2,,영어교육,2,21,4
1,1,,5,4,3,5,3,1,1,3,,5,3,4,3,10,5,2,2,1,7,3,1,1,3,1,1,4,1,17,1,1,1,6,2,4,3,2,2,,영어교육,2,18,1
1,1,,5,5,5,5,5,1,1,3,,5,4,4,2,1,8,1,3,1,3,2,3,1,3,1,1,19,1,13,2,3,1,6,4,5,3,1,1,,영어교육,2,18,1
4,4,6,4,5,4,3,3,3,1,3,,1,6,3,4,1,3,2,3,2,3,1,9,3,5,1,1,15,13,10,3,3,3,4,2,1,3,1,1,,영어교육,1,18,1
1,2,,5,3,2,5,3,1,1,7,,5,2,4,3,1,7,2,1,1,3,8,1,2,3,1,1,19,4,15,2,3,1,4,1,3,3,1,1,,영어교육,1,18,1
1,1,,5,5,5,5,5,1,1,1,,1,3,2,2,1,1,2,2,1,2,7,1,2,1,1,1,13,10,15,1,2,1,4,5,6,1,1,1,,영어교육,2,18,1
1,2,,5,4,4,4,4,1,1,3,,5,3,5,3,2,5,1,2,1,6,10,1,1,4,1,1,17,1,19,1,1,1,4,1,2,2,2,2,,영어교육,2,18,1
1,1,,4,5,4,5,4,1,1,3,,6,4,2,1,7,3,3,3,1,3,7,3,1,3,4,1,10,8,4,2,3,1,2,5,7,1,2,2,,영어교육,2,18,1
1,1,,4,5,4,4,5,1,1,4,,5,3,3,3,5,5,1,3,1,2,3,8,1,2,1,1,14,17,8,2,2,1,7,4,6,1,1,1,많은 홍보를 했으면 좋겠다,영어교육,1,18,1
1,1,,4,4,2,4,3,1,1,3,,5,5,4,3,1,7,2,2,1,2,6,1,1,3,4,1,14,15,4,1,1,1,6,2,4,4,1,1,,영어교육,2,20,3
5,3,,4,4,3,5,3,1,1,4,,1,6,4,4,1,5,7,3,1,2,10,2,2,1,1,1,4,3,1,3,3,1,6,2,1,3,2,1,,영어교육,2,21,3
1,1,,5,4,4,5,4,3,1,3,,4,5,4,3,2,5,1,1,1,2,3,1,1,3,1,1,1,19,1,1,1,1,1,4,5,1,1,1,,영어교육,2,18,1
3,3,,3,3,4,3,3,2,2,,4,5,5,4,3,2,2,5,3,5,1,4,1,2,1,1,2,13,12,14,3,4,4,3,2,4,2,2,2,,영어교육,2,19,1
4,2,,4,5,4,3,3,1,1,4,,1,3,2,4,2,1,1,2,1,3,4,1,2,3,1,1,1,15,6,2,3,1,5,6,7,2,2,2,,영어교육,1,18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,,4,4,4,4,4,1,3,1,,6,2,3,3,1,5,2,2,1,2,6,4,2,3,1,1,17,13,4,2,2,1,6,5,2,3,2,2,,음악교육,2,20,3
3,1,,4,4,4,4,4,1,1,1,,1,5,2,3,4,2,2,2,1,6,4,2,1,2,1,1,1,10,4,1,1,1,1,4,3,1,3,3,,음악교육,1,21,3
3,2,,3,5,5,2,5,1,3,2,,1,5,5,3,1,1,1,1,1,2,3,1,1,3,1,1,4,17,19,3,3,1,2,4,1,3,1,1,,음악교육,2,20,3
4,1,,4,4,4,4,4,1,1,1,,5,1,1,3,2,4,3,1,1,6,3,1,1,1,1,1,17,4,19,4,3,5,2,4,1,1,2,2,,음악교육,2,18,1
4,3,,1,1,1,1,1,1,1,4,,5,2,5,3,1,1,1,2,1,2,7,1,1,1,1,1,1,4,11,1,2,1,2,4,6,2,1,1,,음악교육,2,19,1
1,3,,4,4,4,3,3,1,1,1,,5,5,4,4,1,1,1,2,1,3,4,3,2,5,3,1,19,17,10,2,3,1,2,1,4,3,2,2,,음악교육,2,19,1
1,1,,5,4,5,4,3,1,1,3,5,1,3,3,1,5,3,2,2,1,11,1,1,1,1,1,1,4,17,2,2,4,1,6,4,2,2,2,2,임용에 대한 정보공유,음악교육,2,19,1
4,3,4,1,5,4,1,4,3,4,,3,1,3,5,3,1,5,2,1,11,1,2,8,1,1,1,1,19,13,10,2,2,1,3,6,7,2,1,1,,음악교육,2,18,1
5,3,1,4,5,4,4,4,1,2,6,,5,2,4,3,1,1,6,2,1,2,11,1,4,1,1,1,19,1,4,2,1,1,2,6,5,1,1,1,,음악교육,2,19,1
5,1,,3,4,3,5,4,1,1,1,5,4,4,3,1,2,1,1,1,6,2,1,2,2,4,1,1,17,4,2,4,5,1,2,4,6,3,2,1,,음악교육,1,23,3
1,2,,4,3,3,3,3,1,1,1,,5,4,4,3,1,5,3,1,7,4,3,4,1,3,1,1,1,19,15,2,3,1,6,2,5,3,1,1,,음악교육,1,19,1
1,1,,5,5,5,5,5,1,1,1,,5,4,3,2,1,1,3,1,1,2,3,3,1,3,2,1,1,4,13,2,2,1,2,4,5,2,2,2,,음악교육,1,20,1
1,1,,4,4,4,4,4,1,1,3,,5,4,2,3,1,1,3,1,1,2,6,1,1,4,1,1,13,17,4,2,2,1,7,4,1,5,1,1,,음악교육,2,20,2
1,2,,4,4,3,5,3,1,1,3,,5,5,5,3,4,2,1,2,1,2,3,3,1,2,1,1,1,8,10,4,4,1,2,6,4,3,1,1,,음악교육,2,20,3
1,3,,5,3,2,5,3,1,1,3,,1,5,2,2,5,2,2,1,1,2,6,1,2,4,1,1,4,17,8,3,3,1,1,4,2,2,2,2,,음악교육,2,22,4
1,1,,4,4,3,4,3,1,1,3,,5,3,4,3,4,2,2,3,1,2,7,1,2,2,1,1,4,19,7,4,5,1,3,2,4,4,2,2,"임용을 준비하는데 어렴움이 없도록 학숩환경 지원확대, 강의 지원, 임용정보등을 지원해 준다면 좋을것 같다.",음악교육,2,20,3
5,2,,4,5,3,5,4,1,1,2,,5,5,4,3,1,2,1,3,1,2,6,1,2,2,1,1,1,8,19,3,4,6,6,3,4,2,2,2,,음악교육,2,21,3
1,1,,5,5,5,5,4,1,1,3,,1,3,4,2,4,1,2,2,1,2,6,1,1,1,1,1,1,17,19,2,4,1,2,7,6,2,2,2,,음악교육,2,21,4
1,3,,5,3,3,5,3,1,1,1,,5,1,2,2,4,2,4,2,1,3,4,1,1,2,1,1,1,4,17,2,1,1,2,6,1,5,1,1,,음악교육,2,22,4
1,1,1,5,3,4,5,4,1,1,1,,5,5,3,3,1,1,3,1,1,2,7,1,2,2,1,1,4,1,19,2,2,1,2,4,1,3,2,2,,음악교육,2,20,3
1,1,,5,5,5,5,5,1,1,4,,5,1,4,3,5,2,1,2,1,2,3,1,1,2,1,1,1,4,10,3,3,1,1,4,6,1,1,1,,음악교육,2,22,4
3,2,,4,4,4,4,4,2,3,,2,1,2,3,3,1,4,1,1,1,2,3,1,2,1,1,3,10,12,19,2,2,4,5,1,2,3,2,2,,음악교육,2,22,4
1,4,6,4,4,4,4,4,1,2,3,,5,6,5,4,10,1,4,3,2,7,4,1,1,4,1,2,10,9,6,2,2,4,2,1,6,1,1,1,,음악교육,2,20,2
1,1,,5,3,1,4,3,1,1,6,,5,4,5,3,1,1,2,2,1,6,7,1,2,3,1,1,17,13,19,1,2,1,2,3,5,3,2,1,,음악교육,2,20,2
1,1,2,5,4,3,4,4,1,1,3,,5,4,4,3,4,5,1,1,1,2,6,1,1,3,1,1,1,4,8,2,3,4,6,2,4,2,2,2,,음악교육,2,22,4
1,1,,5,5,5,5,5,1,1,3,,5,1,4,4,1,2,4,3,1,7,2,1,2,1,1,1,1,13,19,4,4,1,2,6,5,1,2,2,,음악교육,2,20,3
1,2,,4,3,4,5,3,1,1,1,,1,5,4,3,4,2,1,1,1,6,2,4,3,3,1,1,1,12,17,2,3,1,2,5,3,3,2,2,,음악교육,2,21,3
1,1,,5,5,5,5,5,1,1,1,,3,3,2,2,1,1,1,1,1,2,3,1,1,5,1,1,1,7,19,3,4,2,2,5,7,1,1,1,전공을 살린 진로 취업에 대한 구체적인 취업방향을 알려주었으면 좋겠습니다.,음악교육,1,27,4
4,2,,4,5,3,3,5,1,1,1,,1,5,4,3,2,5,7,2,1,8,3,3,2,2,1,1,4,8,15,2,2,4,1,2,6,2,2,2,,음악교육,2,19,1
1,2,,4,5,3,5,4,1,1,3,,5,3,4,4,1,2,4,1,1,2,11,1,1,4,3,1,19,17,3,3,3,6,2,4,5,2,1,1,,음악교육,2,21,3
1,2,,4,4,2,3,2,1,1,6,,5,1,5,3,4,4,2,3,1,2,7,1,2,3,4,1,17,8,4,3,3,1,7,4,2,2,2,2,,음악교육,2,17,1
1,1,5,5,5,5,5,5,1,1,1,5,5,4,3,1,1,1,1,2,1,3,1,1,3,1,1,1,2,3,4,2,1,1,1,2,3,1,3,3,,음악교육,1,26,4
1,2,,5,5,3,2,4,1,1,1,,5,3,2,3,1,5,2,3,1,2,7,1,2,1,1,1,17,19,1,2,2,1,7,4,2,3,1,1,,음악교육,2,19,1
4,2,,4,4,3,3,3,1,3,1,,5,2,3,2,1,1,3,2,1,2,7,1,1,1,1,1,1,4,17,2,2,1,7,4,3,2,1,1,,음악교육,2,18,1
5,2,3,4,5,5,5,5,1,1,1,,5,2,2,3,1,1,2,2,1,2,9,1,2,2,1,1,1,4,2,3,3,1,3,2,1,1,1,1,,음악교육,1,18,1
4,1,,4,4,4,4,4,3,1,4,,5,5,4,3,1,3,4,2,1,2,4,3,2,3,1,1,1,6,15,3,3,3,2,4,3,3,1,1,,음악교육,1,19,1
1,1,,5,4,4,4,4,1,1,2,,5,3,3,3,1,5,3,2,1,2,3,1,2,3,4,1,4,1,12,3,3,1,4,3,5,2,2,2,,국어교육과,2,21,1
2,1,,4,5,5,4,2,1,1,1,,,1,4,3,1,7,1,3,1,9,7,3,1,3,4,1,1,4,19,3,3,1,1,5,6,3,1,1,,국어교육과,2,20,1
1,2,,5,5,3,3,3,1,1,,,5,3,4,3,1,1,2,2,1,2,3,1,2,3,1,1,1,10,17,2,3,1,2,4,7,4,2,2,,국어교육과,2,20,1
1,2,6,5,4,3,3,4,1,1,4,,5,5,4,4,1,1,1,3,1,2,7,1,2,3,1,1,1,4,17,4,4,1,4,7,1,3,2,2,,국어교육과,1,19,1
1,1,,5,5,5,5,5,1,1,3,,5,3,4,3,10,5,1,1,2,1,7,1,2,3,1,1,17,1,19,2,3,1,5,4,3,2,2,2,,국어교육과,1,19,1
2,4,1,2,3,3,2,3,3,4,,1,5,3,5,2,2,4,5,2,6,8,2,2,1,3,1,3,13,10,19,2,2,3,2,3,4,1,1,1,,국어교육과,1,19,1
3,4,4,3,2,2,2,2,1,3,2,,5,4,3,4,10,1,1,4,1,5,4,1,3,2,1,1,2,19,17,2,2,1,1,7,5,2,1,1,,국어교육과,1,19,1
1,2,,4,4,4,4,4,1,1,6,,5,5,4,4,10,5,1,3,1,7,2,1,2,3,1,1,1,4,19,3,3,1,7,6,5,3,1,1,,국어교육과,2,18,1
1,1,,5,3,3,4,3,1,1,1,,1,3,3,4,1,2,1,1,1,2,7,1,2,1,1,1,1,4,12,3,4,1,1,7,3,1,1,1,,국어교육과,1,19,1
1,1,,5,3,4,5,3,1,,3,,5,2,2,2,1,1,2,2,2,1,3,1,3,3,1,1,13,4,1,4,4,1,4,7,3,4,1,2,임용과 관련된 프로그램이 필요하다,국어교육과,1,19,1
5,1,,5,5,5,5,5,1,3,4,,5,5,3,3,1,4,1,3,1,2,3,1,1,3,1,1,1,3,4,1,1,2,4,5,6,1,1,1,,국어교육과,1,20,1
1,4,3,5,5,5,5,5,1,1,3,,5,2,3,2,2,1,2,1,1,2,6,4,2,3,2,1,1,4,19,2,2,6,3,4,7,2,2,2,,국어교육과,2,20,1
4,3,,3,4,4,3,4,3,4,,3,3,5,3,4,1,3,1,4,10,8,4,5,1,1,1,3,13,10,6,2,2,1,5,4,3,4,1,1,,국어교육과,2,18,1
1,4,5,5,4,4,5,4,1,1,4,,5,3,5,4,1,5,2,3,1,2,7,1,2,3,1,1,,,,4,5,1,4,1,7,2,1,1,,국어교육과,2,18,1
1,1,,5,3,3,4,3,3,1,4,,5,3,4,2,1,5,1,2,1,2,3,1,1,3,1,1,1,4,17,2,2,1,1,4,5,3,1,1,,국어교육과,1,19,1
1,1,,5,3,3,4,3,1,1,3,,1,1,2,3,1,5,3,2,1,3,6,9,1,3,4,1,19,1,10,2,3,5,6,4,1,4,2,2,,국어교육과,2,19,1
1,4,4,3,2,2,3,2,2,2,,3,5,3,2,4,1,4,6,4,11,,,7,1,1,1,1,19,1,7,2,2,5,5,6,3,4,1,1,,국어교육과,2,19,1
1,1,,4,4,3,4,3,1,1,4,,5,3,3,3,1,3,3,3,1,2,7,9,3,3,1,1,13,10,4,3,3,1,6,2,4,3,1,1,,국어교육과,2,19,1
1,2,,4,4,4,4,4,1,1,1,,5,3,3,4,1,1,1,2,1,2,3,1,1,2,1,1,1,13,17,2,4,1,4,2,6,3,1,1,,국어교육과,2,19,1
1,2,,5,2,2,5,2,1,,6,,5,5,3,3,1,3,1,1,1,2,6,1,2,3,1,1,4,1,2,4,4,1,5,4,2,3,1,1,,국어교육과,2,18,1
1,2,,5,5,5,5,5,1,1,,,5,3,4,3,1,1,2,2,1,2,10,1,1,1,1,1,4,1,13,1,1,1,2,6,3,2,2,2,,국어교육과,2,19,1
1,1,,5,3,3,5,3,1,1,6,,5,3,5,4,3,5,7,2,1,2,3,1,1,1,1,1,4,17,13,2,3,1,5,2,4,3,1,1,,국어교육과,2,18,1
1,1,,5,5,,5,,1,1,3,,5,3,1,3,1,1,8,2,1,2,6,1,2,4,1,1,13,10,7,3,3,1,4,1,5,3,1,1,,국어교육과,2,20,1
1,2,,3,4,2,2,3,1,1,4,,,5,4,4,1,2,3,3,1,3,4,3,2,4,1,1,8,1,9,1,4,5,4,5,3,4,1,2,,국어교육과,1,18,1
1,1,,5,5,2,5,5,1,1,3,,1,3,3,3,1,1,1,2,1,2,3,1,2,5,1,1,17,13,4,3,3,1,3,,,4,,,,국어교육과,2,20,1
1,2,,5,5,5,5,5,1,1,4,,1,3,3,4,1,1,1,2,1,3,9,4,1,3,1,1,19,1,17,2,2,1,6,7,1,4,1,1,,국어교육과,2,19,1
1,2,,5,3,3,5,3,1,,1,,5,3,3,4,10,1,1,2,1,2,3,1,2,2,1,1,17,4,1,3,3,1,1,5,7,2,1,1,,국어교육과,2,18,1
1,3,,3,5,5,3,4,1,1,3,,5,5,3,3,1,3,5,2,1,2,3,1,1,3,1,1,1,7,8,2,2,1,5,4,7,2,1,1,,국어교육과,1,18,1
2,3,,4,4,4,3,4,3,2,,2,6,5,3,4,1,5,1,2,11,1,2,1,1,5,4,1,19,4,15,3,4,6,6,5,4,2,1,1,,국어교육과,2,19,1
1,2,,5,5,3,3,3,1,1,3,,5,5,4,3,1,4,2,1,1,2,7,1,2,2,1,1,10,1,5,2,3,1,6,3,4,2,2,1,,국어교육과,2,20,1
5,2,,4,4,4,4,4,1,1,3,,1,2,4,3,1,1,2,2,1,2,3,1,2,1,1,1,19,3,10,2,2,6,7,1,5,2,2,2,,국어교육과,2,18,1
1,3,,5,4,3,5,4,1,1,1,,5,5,4,3,1,5,1,2,1,2,3,1,2,1,1,1,1,4,12,3,3,3,2,6,5,2,2,2,,국어교육과,1,22,2
5,2,,3,3,5,1,1,1,3,7,,5,4,2,5,,1,1,2,1,11,,7,1,3,1,1,1,4,,5,5,8,5,6,2,5,,,,국어교육과,1,20,2
3,2,,4,4,3,3,4,1,,4,,5,5,4,4,1,5,1,2,1,3,2,1,2,3,1,1,19,10,13,2,2,4,5,4,6,4,2,2,,국어교육과,2,20,2
1,2,,3,4,3,3,4,1,1,4,,5,5,5,4,1,1,1,3,1,2,3,3,2,2,1,1,1,7,4,3,4,4,2,1,4,3,1,1,,국어교육과,2,19,2
1,2,,4,4,3,4,4,1,1,3,,5,2,4,3,1,3,2,2,1,7,4,1,2,3,1,1,4,12,19,3,4,1,4,2,3,3,2,2,,국어교육과,2,20,2
1,1,,5,4,2,4,4,1,1,1,,5,3,4,3,1,1,2,2,1,2,1,1,1,2,1,1,,,,3,4,1,3,7,6,3,2,1,,국어교육과,2,19,2
1,2,,5,4,4,5,3,1,1,1,,5,2,4,4,1,5,2,2,1,3,2,1,2,2,1,1,12,17,1,3,3,1,4,1,2,4,2,2,각 과에 맞는 프로그램 개발,국어교육과,2,19,2
1,4,4,4,5,5,4,4,1,2,,2,3,4,5,3,1,1,1,2,1,3,7,1,5,2,3,1,13,9,1,2,2,3,1,2,4,2,2,2,,국어교육과,2,21,2
1,4,4,3,4,5,4,5,3,1,4,,1,2,5,5,8,5,1,,,,,,,,,,,,,3,2,1,5,6,4,5,1,1,,국어교육과,1,22,2
1,2,,5,4,3,5,4,1,1,4,,5,4,4,4,5,4,1,2,1,2,3,1,1,2,1,1,4,17,1,3,2,1,3,5,4,1,1,1,,국어교육과,2,19,2
1,3,,4,4,2,4,3,1,1,4,,5,5,4,4,3,5,1,2,1,2,7,1,2,4,1,1,1,4,19,3,3,1,4,5,7,2,2,2,,국어교육과,2,23,3
1,1,,5,4,4,5,3,1,1,4,,5,5,3,3,6,5,2,2,1,2,7,3,1,2,1,1,4,13,19,3,4,7,2,1,5,3,2,2,,국어교육과,2,20,2
1,2,1,4,4,4,4,4,1,1,4,,5,4,3,3,1,4,2,2,1,2,3,1,1,4,1,1,10,4,1,2,3,1,4,3,2,2,1,1,,국어교육과,2,19,2
1,2,1,4,4,2,4,3,1,1,6,,5,5,4,3,1,3,1,2,1,6,3,1,2,1,1,1,1,4,17,3,4,1,5,4,7,4,2,2,,국어교육과,1,20,2
1,2,,4,4,4,3,4,1,1,3,,1,3,4,3,1,5,1,2,1,3,4,1,3,5,1,2,4,8,13,3,3,1,4,6,3,2,2,2,,국어교육과,1,22,2
1,3,6,4,2,3,4,4,2,2,,1,5,5,3,4,1,1,1,2,11,1,6,1,2,3,1,3,13,10,7,3,2,3,1,6,5,2,2,2,,국어교육과,1,23,2
1,1,,5,5,5,5,5,1,1,,,5,3,3,3,1,4,3,2,1,2,3,1,3,2,1,1,10,17,1,4,4,3,2,4,1,2,1,1,,국어교육과,2,19,2
1,2,2,5,4,4,5,4,1,,3,,5,5,5,2,1,4,2,2,1,2,3,1,2,1,1,1,1,2,3,4,4,3,4,6,7,2,2,2,,국어교육과,2,20,2
1,1,,5,5,5,5,5,1,1,3,,5,3,4,3,1,4,5,2,1,2,3,1,3,3,1,1,6,1,5,3,3,1,2,4,7,1,2,2,,국어교육과,2,21,2
1,1,,5,5,5,5,5,1,1,4,,5,5,5,3,1,5,1,2,1,2,3,1,3,1,1,1,1,10,17,3,1,4,1,2,2,2,2,2,,국어교육과,1,22,2
1,2,6,4,4,4,4,4,1,1,3,,5,3,3,3,1,1,2,2,1,2,3,9,2,1,4,1,4,7,17,3,2,1,1,4,7,2,2,2,,국어교육과,1,21,2
1,1,,5,4,3,4,4,1,1,4,,5,5,4,3,4,4,4,1,1,2,7,1,1,2,1,1,1,13,17,3,3,1,2,5,6,3,2,2,,국어교육과,2,20,3
1,3,,4,4,4,4,4,2,2,,4,5,5,3,2,1,4,6,2,10,1,3,1,1,3,1,3,9,6,3,1,1,6,2,4,7,3,2,2,,국어교육과,2,21,3
